TIME	U1cal
0.213	7.204
0.213	7.829
0.214	7.524
0.214	7.142
0.215	7.285
0.215	7.618
0.216	7.116
0.216	7.515
0.217	7.178
0.217	7.054
0.218	7.125
0.218	6.713
0.219	6.780
0.219	6.557
0.220	6.738
0.220	7.267
0.221	6.933
0.221	7.394
0.222	7.222
0.222	7.187
0.223	7.258
0.223	7.608
0.224	7.349
0.224	7.037
0.225	7.195
0.225	7.440
0.226	7.349
0.226	7.267
0.227	7.477
0.227	7.089
0.228	7.046
0.228	6.805
0.229	7.966
0.229	7.222
0.230	7.116
0.230	7.249
0.231	7.054
0.231	6.772
0.232	7.081
0.232	6.976
0.233	7.561
0.233	7.231
0.234	7.321
0.234	7.151
0.235	7.222
0.235	7.422
0.236	7.867
0.236	7.276
0.237	6.890
0.237	7.028
0.238	7.019
0.238	6.985
0.239	7.187
0.239	7.107
0.240	7.524
0.240	7.303
0.241	7.116
0.241	7.089
0.242	7.413
0.242	7.222
0.243	7.063
0.243	8.086
0.244	7.385
0.244	6.581
0.245	7.125
0.245	7.249
0.246	7.240
0.246	6.573
0.247	7.169
0.247	7.240
0.248	7.107
0.248	7.249
0.249	7.142
0.249	7.160
0.250	7.276
0.250	7.037
0.251	7.151
0.251	7.125
0.252	7.107
0.252	6.763
0.252	7.160
0.253	7.276
0.254	7.204
0.254	7.169
0.255	7.125
0.255	7.160
0.256	7.468
0.256	7.178
0.257	7.187
0.257	7.258
0.258	7.204
0.258	7.142
0.259	7.046
0.259	7.028
0.260	7.187
0.260	7.213
0.261	7.790
0.261	6.663
0.262	7.089
0.262	7.089
0.263	7.258
0.263	7.089
0.264	7.404
0.264	7.946
0.265	7.515
0.265	6.763
0.266	7.195
0.266	6.968
0.267	7.240
0.267	7.394
0.268	7.125
0.268	7.178
0.269	7.187
0.269	7.231
0.270	7.142
0.270	7.089
0.271	7.222
0.271	7.303
0.272	7.222
0.272	7.376
0.273	7.761
0.273	7.089
0.274	7.142
0.274	7.160
0.275	6.985
0.275	7.125
0.275	7.440
0.276	6.985
0.277	7.142
0.277	7.303
0.278	6.993
0.278	6.916
0.279	7.394
0.279	7.028
0.280	7.276
0.280	7.089
0.281	7.349
0.281	7.770
0.282	7.187
0.282	7.187
0.282	7.608
0.283	6.325
0.284	6.907
0.284	7.063
0.285	7.204
0.285	6.508
0.286	7.276
0.286	6.647
0.287	7.496
0.287	7.107
0.288	7.169
0.288	7.294
0.289	7.011
0.289	7.213
0.290	7.169
0.290	7.240
0.291	7.178
0.291	7.213
0.292	7.450
0.292	7.222
0.293	7.187
0.293	7.276
0.294	7.151
0.294	6.916
0.295	7.142
0.295	6.746
0.296	7.249
0.296	7.195
0.297	7.195
0.297	7.231
0.298	7.331
0.298	7.561
0.299	7.524
0.299	7.258
0.300	7.440
0.300	7.204
0.301	7.151
0.301	6.476
0.302	7.178
0.302	7.125
0.303	7.072
0.303	7.276
0.304	7.303
0.304	7.742
0.305	7.142
0.305	7.240
0.306	7.195
0.306	7.533
0.307	7.204
0.307	7.276
0.308	7.240
0.308	7.249
0.309	7.002
0.309	7.187
0.310	7.477
0.310	6.672
0.311	7.187
0.311	7.589
0.312	6.856
0.312	7.321
0.313	7.019
0.313	7.019
0.314	7.054
0.314	7.125
0.315	6.581
0.315	6.899
0.316	7.258
0.316	7.125
0.317	7.019
0.317	7.160
0.318	7.028
0.318	7.151
0.319	7.125
0.319	7.116
0.320	7.178
0.320	7.294
0.321	7.187
0.321	6.705
0.322	7.249
0.322	7.046
0.323	6.549
0.323	6.705
0.324	8.045
0.324	7.187
0.325	7.761
0.325	7.169
0.326	7.313
0.326	7.684
0.327	7.313
0.327	7.151
0.328	7.313
0.328	7.222
0.329	7.195
0.329	7.089
0.330	7.116
0.330	7.160
0.331	6.856
0.331	7.046
0.332	6.985
0.332	6.950
0.333	6.933
0.333	7.107
0.334	7.703
0.334	6.655
0.335	7.011
0.335	6.797
0.336	6.746
0.336	7.037
0.337	7.081
0.337	7.072
0.338	7.011
0.338	7.543
0.339	7.240
0.339	7.072
0.340	7.125
0.340	7.187
0.341	7.487
0.341	7.125
0.342	7.072
0.342	7.151
0.343	7.249
0.343	7.385
0.344	7.838
0.344	7.313
0.345	7.151
0.345	7.011
0.346	7.404
0.346	7.054
0.347	7.349
0.347	7.204
0.348	7.169
0.348	7.178
0.349	7.331
0.349	7.063
0.350	7.107
0.350	6.839
0.351	7.468
0.351	7.761
0.352	7.107
0.352	7.054
0.353	7.231
0.353	7.267
0.354	6.848
0.354	7.169
0.355	7.089
0.355	6.899
0.356	7.431
0.356	6.985
0.357	7.028
0.357	7.063
0.358	7.195
0.358	7.028
0.359	8.227
0.359	7.321
0.360	7.543
0.360	6.822
0.361	7.089
0.361	7.054
0.362	7.321
0.362	7.468
0.363	7.046
0.363	6.848
0.364	7.258
0.364	7.761
0.365	7.496
0.365	7.160
0.366	7.742
0.366	6.788
0.367	7.169
0.367	7.169
0.368	7.098
0.368	7.098
0.369	7.580
0.369	7.533
0.370	7.580
0.370	7.116
0.371	7.116
0.371	7.213
0.372	7.187
0.372	6.985
0.373	7.213
0.373	7.313
0.374	7.249
0.374	7.160
0.375	7.089
0.375	7.187
0.376	7.231
0.376	7.142
0.377	7.169
0.377	7.187
0.378	7.160
0.378	7.002
0.379	7.204
0.379	6.549
0.380	7.178
0.380	7.054
0.381	7.761
0.381	6.484
0.382	7.116
0.382	7.151
0.383	7.258
0.383	7.394
0.384	6.492
0.384	7.089
0.385	7.098
0.385	7.187
0.386	7.151
0.386	7.321
0.387	7.151
0.387	7.151
0.388	7.413
0.388	7.151
0.389	6.638
0.389	7.054
0.390	7.178
0.390	7.187
0.391	7.125
0.391	7.703
0.392	6.713
0.392	7.213
0.393	6.622
0.393	7.019
0.394	7.178
0.394	7.222
0.395	7.151
0.395	7.524
0.396	7.204
0.396	7.276
0.397	7.151
0.397	7.142
0.398	7.063
0.398	7.142
0.399	7.187
0.399	7.151
0.400	7.107
0.400	7.231
0.401	7.258
0.401	7.028
0.402	7.213
0.402	7.125
0.403	7.151
0.403	7.966
0.404	7.204
0.404	7.589
0.405	7.276
0.405	6.573
0.406	7.063
0.406	6.672
0.407	7.011
0.407	7.231
0.408	7.116
0.408	7.367
0.409	7.037
0.409	7.204
0.410	7.294
0.410	6.831
0.411	7.294
0.411	7.249
0.412	7.160
0.412	6.557
0.413	7.081
0.413	7.178
0.414	7.213
0.414	6.780
0.415	7.222
0.415	7.125
0.416	6.655
0.416	6.993
0.417	7.116
0.417	7.142
0.418	7.098
0.418	6.614
0.419	7.116
0.419	7.081
0.420	7.151
0.420	7.477
0.421	7.665
0.421	7.561
0.422	6.696
0.422	8.055
0.423	6.524
0.423	7.404
0.424	7.258
0.424	7.285
0.425	6.950
0.425	7.440
0.426	6.805
0.426	7.722
0.427	7.258
0.427	7.178
0.428	7.107
0.428	7.116
0.429	7.160
0.429	7.098
0.430	7.081
0.430	7.002
0.431	7.107
0.431	7.089
0.432	7.213
0.432	7.116
0.433	7.169
0.433	6.993
0.434	7.222
0.434	7.098
0.435	6.814
0.435	7.089
0.436	7.276
0.436	7.072
0.437	6.985
0.437	7.160
0.438	7.002
0.438	6.873
0.439	7.222
0.439	7.046
0.440	7.151
0.440	6.788
0.441	7.028
0.441	7.089
0.442	7.169
0.442	6.428
0.443	7.107
0.443	6.428
0.444	7.195
0.444	7.125
0.445	7.533
0.445	7.487
0.446	7.063
0.446	6.993
0.447	7.046
0.447	6.976
0.448	7.116
0.448	6.916
0.449	7.770
0.449	7.054
0.450	7.063
0.450	6.985
0.451	7.367
0.451	6.622
0.452	6.985
0.452	7.169
0.453	7.195
0.453	7.107
0.454	7.098
0.454	7.046
0.455	7.089
0.455	7.037
0.456	7.665
0.456	7.222
0.457	7.107
0.457	7.187
0.458	7.081
0.458	7.258
0.459	6.713
0.459	6.907
0.460	6.950
0.460	7.125
0.461	6.755
0.461	7.089
0.462	7.487
0.462	7.002
0.463	7.107
0.463	7.819
0.464	7.054
0.464	7.313
0.465	7.231
0.465	7.404
0.466	7.046
0.466	7.917
0.467	7.404
0.467	7.258
0.468	7.107
0.468	7.089
0.469	7.178
0.469	7.440
0.470	6.942
0.470	7.450
0.471	7.222
0.471	7.125
0.472	6.647
0.472	7.098
0.473	7.524
0.473	7.195
0.474	7.151
0.474	7.169
0.475	7.072
0.475	7.646
0.476	7.249
0.476	7.204
0.477	7.160
0.477	7.249
0.478	7.358
0.478	7.294
0.479	6.738
0.479	7.431
0.480	8.035
0.480	7.195
0.481	7.665
0.481	7.732
0.482	7.187
0.482	7.204
0.483	7.125
0.483	7.187
0.484	8.166
0.484	7.169
0.485	6.705
0.485	7.276
0.486	7.761
0.486	7.313
0.487	7.098
0.487	7.160
0.488	7.276
0.488	7.169
0.489	6.788
0.489	7.089
0.490	7.046
0.490	7.098
0.491	7.151
0.491	7.204
0.492	6.524
0.492	7.178
0.493	7.178
0.493	7.867
0.494	7.081
0.494	7.313
0.495	7.367
0.495	7.072
0.496	7.142
0.496	7.054
0.497	7.089
0.497	7.187
0.498	7.213
0.498	7.019
0.499	7.151
0.499	7.142
0.500	7.169
0.500	7.142
0.501	7.116
0.501	7.169
0.502	7.160
0.502	7.028
0.502	8.065
0.503	7.790
0.504	7.037
0.504	7.116
0.505	7.169
0.505	7.072
0.506	6.985
0.506	7.151
0.507	7.125
0.507	7.002
0.508	7.054
0.508	7.303
0.509	6.763
0.509	7.107
0.510	7.089
0.510	7.178
0.511	7.487
0.511	7.258
0.512	7.195
0.512	7.054
0.513	7.571
0.513	7.160
0.514	7.249
0.514	7.002
0.515	7.431
0.515	7.125
0.516	7.222
0.516	6.647
0.516	7.125
0.517	7.151
0.518	7.404
0.518	7.107
0.519	7.160
0.519	7.799
0.520	7.054
0.520	7.089
0.521	7.037
0.521	7.081
0.522	7.877
0.522	6.985
0.523	7.054
0.523	7.713
0.524	7.450
0.524	7.799
0.525	7.213
0.525	6.780
0.525	7.011
0.526	7.116
0.527	7.321
0.527	7.187
0.528	7.258
0.528	7.125
0.529	7.125
0.529	7.204
0.530	7.160
0.530	6.788
0.531	7.169
0.531	7.125
0.532	7.054
0.532	7.107
0.533	7.160
0.533	6.959
0.534	6.763
0.534	7.011
0.535	7.276
0.535	7.204
0.536	7.169
0.536	7.751
0.537	7.178
0.537	7.142
0.538	7.267
0.538	7.321
0.539	7.487
0.539	7.178
0.539	7.160
0.540	7.187
0.541	7.195
0.541	7.142
0.542	7.249
0.542	7.249
0.543	6.899
0.543	6.968
0.544	7.046
0.544	6.630
0.545	7.019
0.545	7.385
0.546	6.573
0.546	7.011
0.547	7.098
0.547	7.019
0.548	6.899
0.548	7.063
0.549	7.002
0.549	7.081
0.550	6.933
0.550	7.054
0.551	7.116
0.551	7.160
0.552	7.089
0.552	7.258
0.553	6.959
0.553	7.178
0.553	7.107
0.554	7.195
0.555	7.169
0.555	7.160
0.556	7.072
0.556	7.656
0.557	7.107
0.557	6.950
0.558	7.125
0.558	7.019
0.559	8.636
0.559	7.169
0.560	7.187
0.560	7.222
0.561	7.178
0.561	7.178
0.562	7.589
0.562	7.285
0.563	7.413
0.563	7.195
0.564	7.285
0.564	7.213
0.565	6.549
0.565	7.160
0.566	6.942
0.566	7.081
0.567	7.178
0.567	7.063
0.568	6.942
0.568	7.213
0.569	7.107
0.569	7.204
0.570	7.249
0.570	7.349
0.571	7.169
0.571	7.151
0.572	6.805
0.572	7.142
0.573	7.240
0.573	7.125
0.574	7.151
0.574	7.213
0.575	7.187
0.575	7.440
0.576	7.285
0.576	7.107
0.576	7.285
0.577	7.231
0.578	7.258
0.578	7.054
0.579	6.959
0.579	7.169
0.580	7.267
0.580	6.647
0.581	8.136
0.581	6.873
0.582	7.204
0.582	7.665
0.583	7.867
0.583	6.763
0.584	7.665
0.584	7.089
0.585	7.249
0.585	7.422
0.586	7.142
0.586	7.440
0.587	6.772
0.587	7.240
0.588	7.258
0.588	7.321
0.589	7.107
0.589	7.294
0.590	7.276
0.590	7.151
0.591	7.204
0.591	7.098
0.592	7.213
0.592	7.294
0.593	7.125
0.593	7.358
0.594	7.742
0.594	7.367
0.595	7.160
0.595	7.267
0.596	6.985
0.596	7.125
0.597	7.285
0.597	7.213
0.598	7.222
0.598	6.899
0.599	7.151
0.599	7.867
0.600	6.856
0.600	7.054
0.601	7.160
0.601	7.160
0.602	6.565
0.602	6.933
0.603	7.440
0.603	7.072
0.604	6.797
0.604	7.072
0.605	7.222
0.605	6.968
0.606	7.946
0.606	7.376
0.607	7.187
0.607	7.213
0.608	7.169
0.608	7.204
0.609	7.413
0.609	7.627
0.610	7.169
0.610	7.213
0.611	7.107
0.611	7.413
0.612	7.267
0.612	7.571
0.613	6.713
0.613	7.169
0.614	7.107
0.614	7.151
0.615	7.098
0.615	7.081
0.616	6.622
0.616	7.019
0.617	7.276
0.617	7.195
0.618	6.959
0.618	7.249
0.619	7.089
0.619	7.213
0.620	7.125
0.620	7.385
0.621	7.169
0.621	7.125
0.622	7.751
0.622	6.916
0.623	7.028
0.623	7.037
0.624	7.187
0.624	7.450
0.625	6.780
0.625	7.331
0.626	7.142
0.626	7.063
0.627	7.249
0.627	7.054
0.628	7.142
0.628	7.089
0.629	7.089
0.629	6.873
0.630	7.195
0.630	7.178
0.631	7.072
0.631	7.002
0.632	7.321
0.632	7.276
0.633	7.431
0.633	7.986
0.634	7.487
0.634	7.240
0.635	7.376
0.635	6.950
0.636	7.107
0.636	7.081
0.637	7.533
0.637	6.985
0.638	7.178
0.638	7.313
0.639	7.946
0.639	7.046
0.640	7.142
0.640	7.151
0.641	7.169
0.641	7.524
0.642	7.722
0.642	7.258
0.643	6.839
0.643	6.705
0.644	6.332
0.644	7.204
0.645	7.160
0.645	7.195
0.646	7.169
0.646	6.638
0.647	7.125
0.647	7.394
0.648	7.394
0.648	6.907
0.649	7.515
0.649	7.107
0.650	7.187
0.650	7.195
0.651	6.763
0.651	7.258
0.652	7.276
0.652	7.267
0.653	6.968
0.653	7.459
0.654	7.321
0.654	7.054
0.655	7.116
0.655	7.249
0.656	7.303
0.656	7.142
0.657	7.313
0.657	7.072
0.658	7.313
0.658	7.331
0.659	8.166
0.659	7.267
0.660	6.772
0.660	7.450
0.661	7.081
0.661	7.422
0.662	6.655
0.662	7.213
0.663	7.187
0.663	8.045
0.664	7.187
0.664	7.002
0.665	7.349
0.665	7.125
0.666	7.028
0.666	7.151
0.667	7.019
0.667	7.240
0.668	7.385
0.668	7.376
0.669	7.054
0.669	7.608
0.670	7.276
0.670	7.349
0.671	7.349
0.671	7.656
0.672	6.942
0.672	7.231
0.673	7.267
0.673	7.037
0.674	7.809
0.674	7.213
0.675	7.240
0.675	7.477
0.676	6.822
0.676	7.222
0.677	7.160
0.677	7.169
0.678	7.204
0.678	7.459
0.679	7.321
0.679	7.204
0.680	7.267
0.680	7.231
0.681	7.468
0.681	7.431
0.682	7.204
0.682	7.249
0.683	7.213
0.683	6.024
0.684	7.589
0.684	6.622
0.685	7.142
0.685	7.285
0.686	6.630
0.686	6.890
0.687	7.107
0.687	7.213
0.688	7.285
0.688	7.599
0.689	7.160
0.689	6.814
0.690	7.858
0.690	7.267
0.691	7.081
0.691	7.276
0.692	7.313
0.692	7.187
0.693	7.231
0.693	7.204
0.694	7.213
0.694	7.294
0.695	7.240
0.695	7.187
0.696	7.231
0.696	6.890
0.697	7.222
0.697	7.249
0.698	6.873
0.698	7.413
0.699	7.107
0.699	7.037
0.700	7.107
0.700	6.933
0.701	7.125
0.701	7.599
0.702	7.089
0.702	6.565
0.703	7.694
0.703	7.450
0.704	7.195
0.704	7.160
0.705	7.187
0.705	7.524
0.706	7.204
0.706	6.839
0.707	7.125
0.707	7.267
0.708	7.258
0.708	7.222
0.709	6.814
0.709	6.993
0.710	7.376
0.710	7.249
0.711	7.195
0.711	7.046
0.712	7.313
0.712	7.761
0.713	7.081
0.713	7.160
0.714	7.285
0.714	7.169
0.715	7.098
0.715	7.116
0.716	7.431
0.716	7.151
0.717	6.985
0.717	7.240
0.718	7.524
0.718	7.477
0.719	7.151
0.719	6.557
0.720	7.656
0.720	7.116
0.721	7.303
0.721	7.249
0.722	7.349
0.722	7.107
0.723	7.019
0.723	7.646
0.724	7.404
0.724	7.713
0.725	6.780
0.725	7.213
0.726	7.809
0.726	7.213
0.727	7.204
0.727	7.204
0.728	7.240
0.728	7.169
0.729	7.358
0.729	7.477
0.730	7.178
0.730	7.160
0.731	7.151
0.731	7.349
0.732	7.276
0.732	7.877
0.733	7.169
0.733	7.222
0.734	7.258
0.734	7.204
0.735	6.890
0.735	7.151
0.736	7.543
0.736	7.089
0.737	7.169
0.737	7.285
0.738	7.459
0.738	7.294
0.739	6.763
0.739	6.950
0.740	6.856
0.740	7.331
0.741	7.656
0.741	7.222
0.742	7.294
0.742	7.240
0.743	7.046
0.743	7.054
0.744	7.505
0.744	7.125
0.745	7.543
0.745	7.819
0.746	7.413
0.746	6.899
0.747	7.240
0.747	7.313
0.748	7.267
0.748	7.037
0.749	7.665
0.749	7.195
0.750	7.125
0.750	7.240
0.751	7.116
0.751	7.276
0.752	7.276
0.752	7.046
0.753	6.907
0.753	7.258
0.754	7.107
0.754	7.367
0.755	6.848
0.755	7.867
0.756	7.258
0.756	6.950
0.757	7.367
0.757	7.249
0.758	7.240
0.758	7.169
0.759	7.178
0.759	7.028
0.760	6.549
0.760	6.985
0.761	6.738
0.761	7.637
0.762	7.267
0.762	7.098
0.763	7.394
0.763	7.240
0.764	6.805
0.764	7.204
0.765	7.394
0.765	7.385
0.766	7.046
0.766	7.054
0.767	7.028
0.767	7.240
0.768	7.142
0.768	7.178
0.769	6.907
0.769	7.125
0.770	7.142
0.770	7.125
0.771	7.349
0.771	7.580
0.772	7.524
0.772	7.213
0.773	7.675
0.773	7.213
0.774	7.046
0.774	7.116
0.775	7.240
0.775	7.249
0.776	7.072
0.776	7.385
0.777	7.187
0.777	7.285
0.778	7.313
0.778	7.125
0.779	6.460
0.779	7.349
0.780	7.321
0.780	7.116
0.781	7.358
0.781	7.404
0.782	7.285
0.782	7.213
0.783	7.713
0.783	7.477
0.784	7.267
0.784	7.790
0.785	7.187
0.785	7.169
0.786	7.331
0.786	7.178
0.787	7.222
0.787	7.240
0.788	7.195
0.788	7.169
0.789	6.508
0.789	6.959
0.790	6.959
0.790	7.450
0.791	7.349
0.791	7.151
0.792	7.098
0.792	7.151
0.793	7.125
0.793	7.187
0.794	7.116
0.794	7.187
0.795	6.814
0.795	7.160
0.796	7.151
0.796	6.985
0.797	7.213
0.797	7.285
0.798	7.178
0.798	7.098
0.799	7.222
0.799	6.933
0.800	6.688
0.800	7.204
0.801	7.276
0.801	7.037
0.802	7.107
0.802	7.169
0.803	7.404
0.803	7.151
0.804	7.276
0.804	7.294
0.805	7.285
0.805	7.665
0.806	7.627
0.806	7.125
0.807	7.331
0.807	7.187
0.808	7.258
0.808	7.505
0.809	7.294
0.809	7.116
0.810	7.187
0.810	7.116
0.811	7.222
0.811	7.487
0.812	7.169
0.812	7.313
0.813	7.072
0.813	7.321
0.814	7.413
0.814	7.107
0.815	7.169
0.815	7.178
0.816	7.142
0.816	7.125
0.817	6.848
0.817	7.249
0.818	7.276
0.818	7.431
0.819	7.231
0.819	7.222
0.820	7.116
0.820	7.496
0.821	6.540
0.821	7.240
0.822	6.839
0.822	7.331
0.823	6.672
0.823	6.780
0.824	7.187
0.824	7.258
0.825	7.431
0.825	6.805
0.826	6.959
0.826	7.169
0.827	7.081
0.827	7.204
0.828	7.028
0.828	7.063
0.829	7.213
0.829	7.394
0.830	7.358
0.830	7.187
0.831	7.072
0.831	7.267
0.832	7.249
0.832	7.313
0.833	7.222
0.833	7.107
0.834	7.404
0.834	7.125
0.835	7.240
0.835	7.142
0.836	7.222
0.836	7.072
0.837	7.081
0.837	7.276
0.838	7.222
0.838	7.204
0.839	7.331
0.839	7.496
0.840	6.468
0.840	6.772
0.841	6.959
0.841	7.294
0.842	6.899
0.842	7.204
0.843	7.313
0.843	7.966
0.844	7.722
0.844	7.107
0.845	6.865
0.845	7.431
0.846	7.829
0.846	7.303
0.847	7.195
0.847	7.276
0.848	7.376
0.848	7.385
0.849	7.178
0.849	7.169
0.850	7.213
0.850	7.276
0.851	7.321
0.851	7.240
0.852	6.614
0.852	7.936
0.853	7.169
0.853	7.178
0.854	7.285
0.854	7.249
0.855	7.204
0.855	7.204
0.856	7.222
0.856	7.656
0.857	7.331
0.857	7.195
0.858	7.349
0.858	7.751
0.859	7.533
0.859	7.089
0.860	7.321
0.860	7.321
0.861	7.081
0.861	7.249
0.862	7.276
0.862	7.204
0.863	7.046
0.863	7.178
0.864	7.897
0.864	6.655
0.865	6.933
0.865	6.476
0.866	7.267
0.866	7.646
0.867	7.222
0.867	7.222
0.868	7.222
0.868	7.349
0.869	7.422
0.869	6.788
0.870	7.349
0.870	7.422
0.871	7.258
0.871	7.285
0.872	7.116
0.872	7.125
0.873	7.276
0.873	7.107
