TIME	U1cal
0.407	7.394
0.407	7.331
0.408	7.313
0.408	7.204
0.409	8.035
0.409	7.349
0.410	7.267
0.410	7.107
0.411	6.746
0.411	7.358
0.412	6.976
0.412	7.195
0.413	6.713
0.413	7.195
0.414	7.267
0.414	7.240
0.415	7.394
0.415	7.627
0.416	7.222
0.416	7.054
0.417	7.213
0.417	7.321
0.418	7.285
0.418	7.580
0.419	6.805
0.419	8.445
0.420	7.867
0.420	7.285
0.421	7.599
0.421	8.055
0.422	7.285
0.422	7.276
0.423	7.231
0.423	7.002
0.424	7.367
0.424	7.477
0.425	7.331
0.425	7.608
0.426	7.204
0.426	7.376
0.427	7.367
0.427	6.839
0.428	7.054
0.428	7.799
0.429	7.468
0.429	7.887
0.430	7.349
0.430	7.294
0.431	7.294
0.431	7.459
0.432	7.819
0.432	7.349
0.433	7.313
0.433	7.072
0.434	7.313
0.434	7.276
0.435	7.249
0.435	7.608
0.436	6.831
0.436	7.349
0.437	8.258
0.437	7.349
0.438	7.125
0.438	7.404
0.439	7.178
0.439	7.867
0.440	7.240
0.440	7.037
0.441	7.331
0.441	7.571
0.442	7.294
0.442	7.422
0.443	7.169
0.443	7.404
0.444	7.125
0.444	7.367
0.445	7.321
0.445	7.063
0.446	7.285
0.446	7.422
0.447	7.276
0.447	7.294
0.448	7.431
0.448	7.440
0.449	7.394
0.449	7.376
0.450	7.240
0.450	7.331
0.451	7.394
0.451	7.213
0.452	7.240
0.452	7.646
0.453	7.450
0.453	7.608
0.454	7.450
0.454	7.385
0.455	7.321
0.455	7.646
0.456	7.178
0.456	7.321
0.457	7.505
0.457	6.899
0.458	6.696
0.458	7.627
0.459	7.258
0.459	7.459
0.460	7.267
0.460	7.313
0.461	7.385
0.461	7.213
0.462	7.276
0.462	7.285
0.463	7.450
0.463	7.240
0.464	7.276
0.464	7.321
0.465	7.276
0.465	7.413
0.466	7.231
0.466	7.468
0.467	7.349
0.467	7.303
0.468	7.385
0.468	7.204
0.469	7.867
0.469	7.331
0.470	7.213
0.470	7.151
0.471	7.358
0.471	7.276
0.472	7.160
0.472	7.313
0.473	7.524
0.473	6.882
0.474	7.178
0.474	7.431
0.475	7.367
0.475	7.002
0.476	7.722
0.476	7.487
0.477	6.839
0.477	7.231
0.478	7.349
0.478	7.116
0.479	7.294
0.479	7.249
0.480	6.713
0.480	7.858
0.481	7.178
0.481	7.440
0.482	6.680
0.482	7.089
0.483	7.349
0.483	6.950
0.484	7.028
0.484	7.285
0.485	7.258
0.485	7.258
0.486	6.968
0.486	7.222
0.487	7.376
0.487	7.887
0.488	7.313
0.488	7.376
0.489	6.738
0.489	7.477
0.490	6.721
0.490	7.376
0.491	7.790
0.491	7.656
0.492	7.431
0.492	7.313
0.493	7.976
0.493	7.258
0.494	7.376
0.494	7.404
0.495	7.249
0.495	7.627
0.496	7.240
0.496	7.285
0.497	7.533
0.497	7.213
0.498	7.267
0.498	7.331
0.499	8.055
0.499	7.524
0.500	7.258
0.500	8.136
0.501	7.331
0.501	7.169
0.502	7.249
0.502	6.856
0.502	7.294
0.503	7.019
0.504	7.019
0.504	7.394
0.505	7.258
0.505	7.589
0.506	7.394
0.506	6.831
0.507	7.394
0.507	7.331
0.508	7.204
0.508	7.477
0.509	7.313
0.509	8.035
0.510	7.349
0.510	7.431
0.511	7.240
0.511	7.231
0.512	7.413
0.512	7.926
0.513	7.477
0.513	7.222
0.514	7.331
0.514	7.385
0.515	7.267
0.515	7.313
0.516	7.543
0.516	7.313
0.516	7.240
0.517	6.589
0.518	7.285
0.518	7.404
0.519	6.890
0.519	7.276
0.520	7.907
0.520	6.831
0.521	7.367
0.521	7.294
0.522	7.313
0.522	7.413
0.523	7.054
0.523	7.231
0.524	7.589
0.524	7.249
0.525	7.313
0.525	7.385
0.525	7.936
0.526	7.358
0.527	7.072
0.527	7.285
0.528	7.404
0.528	7.294
0.529	7.618
0.529	7.231
0.530	7.160
0.530	7.413
0.531	7.376
0.531	7.231
0.532	7.722
0.532	7.367
0.533	7.098
0.533	7.394
0.534	7.404
0.534	7.294
0.535	7.276
0.535	7.002
0.536	6.524
0.536	7.385
0.537	8.289
0.537	7.349
0.538	7.125
0.538	8.166
0.539	7.761
0.539	7.178
0.539	7.367
0.540	6.412
0.541	7.376
0.541	7.276
0.542	7.151
0.542	7.125
0.543	7.258
0.543	7.054
0.544	7.116
0.544	7.276
0.545	7.258
0.545	7.151
0.546	6.950
0.546	7.303
0.547	6.899
0.547	7.477
0.548	6.788
0.548	7.151
0.549	6.968
0.549	7.267
0.550	7.321
0.550	7.267
0.551	7.019
0.551	7.468
0.552	7.450
0.552	6.805
0.553	7.413
0.553	7.385
0.553	7.431
0.554	7.321
0.555	7.358
0.555	6.950
0.556	7.276
0.556	7.249
0.557	7.505
0.557	7.675
0.558	7.646
0.558	7.349
0.559	6.907
0.559	7.313
0.560	7.450
0.560	6.412
0.561	7.222
0.561	7.376
0.562	7.580
0.562	7.213
0.563	7.440
0.563	8.045
0.564	7.349
0.564	7.313
0.565	7.258
0.565	7.477
0.566	7.580
0.566	7.413
0.567	7.285
0.567	7.240
0.568	7.413
0.568	6.630
0.569	7.385
0.569	7.258
0.570	7.249
0.570	7.313
0.571	7.385
0.571	7.222
0.572	7.267
0.572	7.213
0.573	7.608
0.573	7.313
0.574	7.142
0.574	7.321
0.575	7.543
0.575	7.468
0.576	7.468
0.576	7.599
0.576	7.665
0.577	7.276
0.578	7.580
0.578	7.524
0.579	7.440
0.579	7.376
0.580	7.367
0.580	7.413
0.581	7.276
0.581	7.019
0.582	7.276
0.582	6.738
0.583	7.258
0.583	7.404
0.584	7.440
0.584	7.321
0.585	7.367
0.585	7.249
0.586	7.063
0.586	7.294
0.587	7.358
0.587	7.160
0.588	7.258
0.588	7.413
0.589	7.404
0.589	7.646
0.590	7.142
0.590	8.025
0.591	7.321
0.591	7.294
0.592	7.440
0.592	7.019
0.593	6.713
0.593	7.349
0.594	7.267
0.594	7.385
0.595	7.422
0.595	7.487
0.596	7.294
0.596	7.956
0.597	7.450
0.597	7.285
0.598	7.294
0.598	6.428
0.599	7.349
0.599	7.054
0.600	7.204
0.600	7.385
0.601	7.019
0.601	7.294
0.602	6.508
0.602	7.240
0.603	7.799
0.603	7.321
0.604	7.285
0.604	7.385
0.605	7.331
0.605	7.331
0.606	6.797
0.606	7.249
0.607	7.222
0.607	7.561
0.608	6.882
0.608	7.385
0.609	7.599
0.609	6.865
0.610	7.358
0.610	7.313
0.611	7.459
0.611	7.213
0.612	7.240
0.612	7.422
0.613	7.422
0.613	7.294
0.614	7.267
0.614	7.459
0.615	7.294
0.615	7.331
0.616	7.367
0.616	7.231
0.617	8.187
0.617	7.404
0.618	7.385
0.618	6.772
0.619	7.926
0.619	7.450
0.620	8.015
0.620	7.440
0.621	6.630
0.621	7.089
0.622	7.394
0.622	7.313
0.623	7.331
0.623	7.543
0.624	7.231
0.624	7.367
0.625	7.477
0.625	7.394
0.626	7.321
0.626	7.285
0.627	7.713
0.627	7.440
0.628	7.533
0.628	8.105
0.629	6.805
0.629	7.063
0.630	7.877
0.630	7.358
0.631	7.459
0.631	7.394
0.632	6.763
0.632	7.440
0.633	7.231
0.633	6.873
0.634	7.349
0.634	7.358
0.635	7.276
0.635	7.231
0.636	8.035
0.636	8.207
0.637	7.459
0.637	7.487
0.638	6.589
0.638	7.313
0.639	7.627
0.639	7.142
0.640	6.968
0.640	7.431
0.641	7.394
0.641	7.422
0.642	7.358
0.642	6.780
0.643	7.089
0.643	7.468
0.644	7.450
0.644	7.358
0.645	7.294
0.645	7.533
0.646	7.477
0.646	7.063
0.647	7.404
0.647	7.703
0.648	7.459
0.648	7.249
0.649	7.349
0.649	7.376
0.650	7.294
0.650	7.385
0.651	7.440
0.651	7.459
0.652	7.276
0.652	7.487
0.653	7.267
0.653	7.249
0.654	7.240
0.654	7.249
0.655	7.276
0.655	7.285
0.656	8.015
0.656	7.440
0.657	6.460
0.657	8.615
0.658	7.249
0.658	6.763
0.659	7.986
0.659	8.105
0.660	7.294
0.660	7.385
0.661	7.431
0.661	7.376
0.662	8.207
0.662	7.376
0.663	7.627
0.663	7.468
0.664	7.358
0.664	7.249
0.665	7.313
0.665	7.450
0.666	7.907
0.666	7.413
0.667	7.313
0.667	7.543
0.668	7.089
0.668	7.561
0.669	7.294
0.669	7.431
0.670	6.839
0.670	7.294
0.671	7.331
0.671	7.385
0.672	7.385
0.672	7.571
0.673	7.675
0.673	6.805
0.674	7.285
0.674	7.385
0.675	7.404
0.675	7.637
0.676	7.011
0.676	7.321
0.677	7.249
0.677	7.313
0.678	7.431
0.678	7.160
0.679	8.258
0.679	7.294
0.680	7.358
0.680	7.294
0.681	7.956
0.681	7.358
0.682	7.019
0.682	7.195
0.683	7.037
0.683	7.675
0.684	7.249
0.684	7.313
0.685	7.694
0.685	7.976
0.686	7.204
0.686	7.303
0.687	7.267
0.687	7.385
0.688	7.267
0.688	7.321
0.689	7.046
0.689	7.358
0.690	7.313
0.690	7.829
0.691	6.814
0.691	7.331
0.692	7.422
0.692	7.169
0.693	7.313
0.693	7.367
0.694	7.413
0.694	7.358
0.695	7.276
0.695	7.404
0.696	6.468
0.696	7.496
0.697	7.413
0.697	7.459
0.698	7.089
0.698	6.581
0.699	7.431
0.699	8.658
0.700	7.313
0.700	7.646
0.701	7.213
0.701	7.303
0.702	7.358
0.702	8.065
0.703	7.394
0.703	7.313
0.704	7.285
0.704	7.358
0.705	7.349
0.705	8.279
0.706	7.367
0.706	6.890
0.707	7.385
0.707	7.431
0.708	7.285
0.708	7.222
0.709	7.349
0.709	7.249
0.710	7.231
0.710	7.231
0.711	7.151
0.711	7.240
0.712	7.986
0.712	7.385
0.713	7.098
0.713	7.468
0.714	7.358
0.714	7.258
0.715	7.187
0.715	7.349
0.716	7.394
0.716	7.151
0.717	7.294
0.717	7.877
0.718	8.156
0.718	7.358
0.719	7.367
0.719	7.394
0.720	7.285
0.720	7.358
0.721	7.431
0.721	7.431
0.722	7.313
0.722	7.367
0.723	7.054
0.723	7.496
0.724	7.267
0.724	7.496
0.725	7.178
0.725	7.107
0.726	7.367
0.726	7.204
0.727	7.358
0.727	7.450
0.728	7.285
0.728	7.358
0.729	7.231
0.729	6.797
0.730	7.240
0.730	7.195
0.731	7.169
0.731	7.313
0.732	6.856
0.732	7.627
0.733	7.313
0.733	7.367
0.734	7.468
0.734	7.313
0.735	7.258
0.735	7.450
0.736	7.450
0.736	8.126
0.737	8.055
0.737	7.249
0.738	7.505
0.738	7.450
0.739	7.204
0.739	7.187
0.740	8.217
0.740	7.580
0.741	7.751
0.741	7.178
0.742	7.751
0.742	7.986
0.743	6.865
0.743	7.907
0.744	7.258
0.744	7.285
0.745	7.313
0.745	7.684
0.746	7.204
0.746	7.222
0.747	6.950
0.747	7.358
0.748	6.985
0.748	7.294
0.749	7.646
0.749	7.404
0.750	7.204
0.750	6.993
0.751	6.882
0.751	7.028
0.752	7.468
0.752	7.627
0.753	7.231
0.753	7.477
0.754	7.187
0.754	7.571
0.755	7.589
0.755	8.529
0.756	8.126
0.756	7.404
0.757	6.873
0.757	7.276
0.758	7.285
0.758	7.867
0.759	7.848
0.759	6.500
0.760	7.358
0.760	7.487
0.761	7.313
0.761	7.019
0.762	6.916
0.762	7.376
0.763	7.303
0.763	7.422
0.764	7.107
0.764	7.331
0.765	7.002
0.765	7.313
0.766	7.240
0.766	7.011
0.767	7.413
0.767	7.349
0.768	7.440
0.768	6.805
0.769	7.404
0.769	7.249
0.770	7.303
0.770	7.543
0.771	7.367
0.771	6.663
0.772	7.349
0.772	7.125
0.773	7.169
0.773	7.431
0.774	7.285
0.774	7.477
0.775	7.599
0.775	7.240
0.776	7.125
0.776	7.646
0.777	7.349
0.777	7.732
0.778	6.814
0.778	7.178
0.779	7.413
0.779	7.276
0.780	7.450
0.780	7.116
0.781	7.487
0.781	7.294
0.782	7.331
0.782	7.358
0.783	8.015
0.783	7.240
0.784	7.394
0.784	7.213
0.785	7.422
0.785	7.656
0.786	7.321
0.786	7.258
0.787	7.313
0.787	7.431
0.788	7.294
0.788	7.313
0.789	6.890
0.789	7.222
0.790	7.422
0.790	7.276
0.791	7.213
0.791	7.213
0.792	7.303
0.792	7.267
0.793	7.107
0.793	7.240
0.794	7.487
0.794	7.294
0.795	7.321
0.795	7.589
0.796	7.294
0.796	7.303
0.797	6.839
0.797	6.942
0.798	7.011
0.798	7.046
0.799	7.838
0.799	7.240
0.800	7.321
0.800	7.907
0.801	7.394
0.801	7.459
0.802	7.422
0.802	7.790
0.803	7.222
0.803	6.780
0.804	7.222
0.804	7.294
0.805	7.267
0.805	7.028
0.806	7.349
0.806	6.805
0.807	7.213
0.807	7.258
0.808	7.331
0.808	7.240
0.809	7.413
0.809	7.331
0.810	6.968
0.810	6.856
0.811	7.533
0.811	7.524
0.812	7.231
0.812	7.294
0.813	7.160
0.813	7.331
0.814	7.524
0.814	7.249
0.815	7.267
0.815	7.376
0.816	7.028
0.816	7.187
0.817	6.882
0.817	7.422
0.818	6.916
0.818	7.160
0.819	7.376
0.819	7.285
0.820	7.267
0.820	7.331
0.821	7.349
0.821	7.694
0.822	7.313
0.822	7.675
0.823	7.877
0.823	6.985
0.824	7.385
0.824	7.313
0.825	7.294
0.825	7.321
0.826	7.722
0.826	7.204
0.827	7.358
0.827	6.831
0.828	7.376
0.828	7.213
0.829	8.015
0.829	7.376
0.830	6.805
0.830	7.222
0.831	7.258
0.831	7.376
0.832	7.376
0.832	7.303
0.833	7.285
0.833	7.394
0.834	7.422
0.834	7.422
0.835	7.349
0.835	6.890
0.836	7.240
0.836	7.413
0.837	7.376
0.837	6.647
0.838	7.160
0.838	7.160
0.839	7.089
0.839	7.160
0.840	7.054
0.840	7.213
0.841	7.440
0.841	7.285
0.842	7.376
0.842	7.267
0.843	7.732
0.843	7.249
0.844	7.422
0.844	7.331
0.845	7.543
0.845	6.705
0.846	7.665
0.846	7.303
0.847	7.321
0.847	7.213
0.848	6.882
0.848	7.249
0.849	6.788
0.849	7.684
0.850	7.331
0.850	7.394
0.851	7.313
0.851	7.431
0.852	7.422
0.852	7.376
0.853	7.394
0.853	7.358
0.854	7.160
0.854	7.515
0.855	7.222
0.855	7.331
0.856	7.761
0.856	8.187
0.857	7.313
0.857	7.204
0.858	7.440
0.858	7.222
0.859	7.222
0.859	7.431
0.860	7.450
0.860	8.351
0.861	7.213
0.861	7.331
0.862	7.358
0.862	7.160
0.863	6.797
0.863	7.858
0.864	7.413
0.864	7.276
0.865	7.195
0.865	7.450
0.866	7.385
0.866	7.313
0.867	6.814
0.867	7.321
0.868	7.294
0.868	7.533
0.869	7.358
0.869	7.276
0.870	7.258
0.870	7.107
0.871	7.477
0.871	6.942
0.872	7.294
0.872	7.222
0.873	7.732
0.873	7.169
