TIME	U1cal
0.134	6.468
0.135	6.508
0.135	6.239
0.136	7.608
0.136	6.663
0.137	6.805
0.137	6.907
0.138	6.882
0.138	6.985
0.139	7.829
0.139	6.899
0.140	6.797
0.140	6.317
0.141	6.508
0.141	6.638
0.142	6.581
0.142	7.116
0.143	6.388
0.143	6.325
0.144	6.524
0.144	6.460
0.145	6.146
0.145	6.100
0.146	6.161
0.146	6.270
0.147	6.713
0.147	6.976
0.148	7.002
0.148	6.696
0.149	6.755
0.149	6.285
0.150	6.772
0.150	6.476
0.151	6.309
0.151	6.655
0.152	6.688
0.152	5.658
0.153	7.019
0.153	6.420
0.154	6.093
0.154	5.972
0.155	6.239
0.155	6.123
0.156	6.115
0.156	6.959
0.157	6.746
0.157	6.614
0.158	7.331
0.158	6.755
0.159	6.460
0.159	6.873
0.160	6.428
0.160	6.325
0.161	6.899
0.161	6.647
0.162	6.452
0.162	6.916
0.163	6.890
0.163	6.822
0.164	6.317
0.164	6.680
0.165	6.968
0.165	6.680
0.166	6.589
0.166	6.581
0.167	6.968
0.167	6.428
0.168	6.573
0.168	6.420
0.169	6.309
0.169	6.814
0.170	6.062
0.170	6.581
0.171	7.222
0.171	7.413
0.172	6.805
0.172	7.107
0.173	6.396
0.173	6.573
0.174	6.396
0.174	6.968
0.175	6.123
0.175	6.070
0.176	5.861
0.176	6.540
0.177	6.356
0.177	6.285
0.178	6.420
0.178	6.246
0.179	6.597
0.179	6.831
0.180	6.460
0.180	6.540
0.181	6.805
0.181	6.500
0.182	6.738
0.182	6.630
0.183	6.388
0.183	6.500
0.184	6.916
0.184	6.246
0.185	6.372
0.185	6.557
0.186	6.688
0.186	7.459
0.187	6.780
0.187	6.630
0.188	6.882
0.188	6.372
0.189	6.549
0.189	6.062
0.190	6.614
0.190	6.420
0.191	6.672
0.191	6.805
0.192	6.606
0.192	6.814
0.193	6.746
0.193	6.138
0.194	6.085
0.194	6.077
0.195	6.254
0.195	6.460
0.196	6.246
0.196	6.721
0.197	6.093
0.197	6.085
0.198	5.737
0.198	6.293
0.199	6.309
0.199	6.277
0.200	6.009
0.200	5.773
0.201	6.070
0.201	6.663
0.202	6.638
0.202	6.713
0.203	6.516
0.203	6.131
0.204	6.484
0.204	6.436
0.205	6.614
0.205	6.976
0.206	6.239
0.206	6.672
0.207	6.436
0.207	5.715
0.208	6.899
0.208	6.340
0.209	5.920
0.209	6.396
0.210	6.614
0.210	6.763
0.211	6.950
0.211	6.950
0.212	6.797
0.212	6.309
0.213	6.549
0.213	6.573
0.214	7.213
0.214	6.565
0.215	6.713
0.215	6.277
0.216	6.589
0.216	6.721
0.217	6.638
0.217	6.215
0.218	6.192
0.218	6.508
0.219	7.089
0.219	7.089
0.220	6.672
0.220	6.831
0.221	6.428
0.221	6.755
0.222	6.428
0.222	6.420
0.223	6.070
0.223	6.404
0.224	6.655
0.224	6.420
0.225	5.392
0.225	6.573
0.226	6.476
0.226	6.933
0.227	6.839
0.227	7.376
0.228	6.364
0.228	6.508
0.229	7.450
0.229	6.492
0.230	6.468
0.230	6.622
0.231	6.663
0.231	6.452
0.232	6.907
0.232	6.696
0.233	6.293
0.233	6.516
0.234	6.713
0.234	6.492
0.235	6.622
0.235	6.146
0.236	6.131
0.236	6.630
0.237	5.898
0.237	6.388
0.238	6.805
0.238	6.492
0.239	6.738
0.239	6.062
0.240	6.688
0.240	6.797
0.241	7.125
0.241	7.054
0.242	7.081
0.242	6.630
0.243	7.222
0.243	7.204
0.244	6.959
0.244	6.865
0.245	6.763
0.245	6.663
0.246	7.258
0.246	7.019
0.247	6.672
0.247	7.125
0.248	6.865
0.248	6.721
0.249	7.072
0.249	7.037
0.250	6.805
0.250	6.655
0.251	7.267
0.251	6.942
0.252	7.178
0.252	7.072
0.252	7.169
0.253	7.589
0.254	6.452
0.254	7.385
0.255	7.294
0.255	7.107
0.256	7.422
0.256	6.285
0.257	6.950
0.257	6.822
0.258	7.204
0.258	7.222
0.259	6.404
0.259	6.831
0.260	7.285
0.260	6.985
0.261	7.019
0.261	7.037
0.262	7.098
0.262	7.037
0.263	7.505
0.263	7.046
0.264	7.081
0.264	6.452
0.265	6.540
0.265	6.404
0.266	6.317
0.266	6.638
0.267	6.663
0.267	6.899
0.268	7.213
0.268	6.933
0.269	6.831
0.269	6.672
0.270	6.606
0.270	6.549
0.271	6.508
0.271	6.663
0.272	6.452
0.272	6.614
0.273	6.814
0.273	7.107
0.274	6.933
0.274	6.420
0.275	6.364
0.275	7.222
0.275	6.444
0.276	5.701
0.277	6.131
0.277	6.024
0.278	6.317
0.278	6.549
0.279	6.492
0.279	6.500
0.280	6.154
0.280	6.047
0.281	6.655
0.281	6.831
0.282	6.856
0.282	6.688
0.282	7.089
0.283	6.655
0.284	6.516
0.284	5.744
0.285	6.138
0.285	6.207
0.286	6.865
0.286	6.557
0.287	6.372
0.287	6.890
0.288	6.763
0.288	6.993
0.289	6.746
0.289	6.638
0.290	6.100
0.290	6.093
0.291	6.301
0.291	6.192
0.292	6.270
0.292	6.581
0.293	6.540
0.293	6.412
0.294	5.905
0.294	6.831
0.295	5.957
0.295	6.356
0.296	6.388
0.296	6.899
0.297	7.046
0.297	7.294
0.298	6.899
0.298	7.125
0.299	7.790
0.299	6.680
0.300	7.098
0.300	6.814
0.301	6.976
0.301	6.404
0.302	6.848
0.302	6.746
0.303	7.204
0.303	6.372
0.304	6.713
0.304	6.738
0.305	6.865
0.305	7.204
0.306	7.178
0.306	7.394
0.307	7.187
0.307	6.933
0.308	6.916
0.308	7.019
0.309	6.985
0.309	7.019
0.310	7.037
0.310	7.213
0.311	7.151
0.311	7.178
0.312	6.899
0.312	7.178
0.313	6.873
0.313	7.054
0.314	7.637
0.314	6.696
0.315	6.780
0.315	6.614
0.316	6.856
0.316	6.317
0.317	6.436
0.317	6.508
0.318	6.524
0.318	6.916
0.319	6.746
0.319	6.985
0.320	7.285
0.320	7.107
0.321	7.081
0.321	6.721
0.322	6.516
0.322	6.772
0.323	6.763
0.323	6.460
0.324	6.916
0.324	6.822
0.325	6.797
0.325	6.581
0.326	6.581
0.326	6.848
0.327	6.557
0.327	6.933
0.328	6.655
0.328	7.063
0.329	6.890
0.329	7.313
0.330	7.331
0.330	7.222
0.331	6.993
0.331	6.688
0.332	6.565
0.332	6.524
0.333	6.933
0.333	6.959
0.334	6.805
0.334	6.968
0.335	6.856
0.335	6.848
0.336	6.933
0.336	6.589
0.337	6.325
0.337	7.684
0.338	7.349
0.338	7.125
0.339	8.466
0.339	6.452
0.340	7.618
0.340	7.046
0.341	6.524
0.341	6.364
0.342	6.647
0.342	6.831
0.343	6.907
0.343	7.081
0.344	7.019
0.344	7.169
0.345	6.713
0.345	7.046
0.346	6.882
0.346	6.873
0.347	6.933
0.347	6.797
0.348	6.614
0.348	6.622
0.349	6.916
0.349	6.721
0.350	7.543
0.350	7.349
0.351	7.019
0.351	6.780
0.352	6.062
0.352	6.428
0.353	6.468
0.353	6.215
0.354	6.115
0.354	6.942
0.355	6.950
0.355	6.933
0.356	6.890
0.356	6.428
0.357	6.899
0.357	6.950
0.358	6.848
0.358	6.317
0.359	6.873
0.359	7.054
0.360	6.246
0.360	7.019
0.361	6.484
0.361	6.839
0.362	6.805
0.362	6.890
0.363	6.814
0.363	6.508
0.364	6.933
0.364	7.349
0.365	6.916
0.365	6.993
0.366	7.195
0.366	6.763
0.367	7.524
0.367	7.011
0.368	6.412
0.368	6.680
0.369	6.262
0.369	6.460
0.370	5.972
0.370	6.738
0.371	7.125
0.371	6.606
0.372	6.317
0.372	6.372
0.373	7.046
0.373	7.376
0.374	7.367
0.374	7.195
0.375	7.665
0.375	7.276
0.376	6.123
0.376	6.916
0.377	6.993
0.377	6.721
0.378	6.444
0.378	6.524
0.379	6.672
0.379	6.993
0.380	7.222
0.380	7.046
0.381	6.788
0.381	6.606
0.382	6.907
0.382	7.002
0.383	6.873
0.383	7.376
0.384	6.738
0.384	7.011
0.385	7.089
0.385	7.608
0.386	7.627
0.386	7.267
0.387	7.011
0.387	6.848
0.388	6.655
0.388	7.249
0.389	6.524
0.389	5.759
0.390	6.573
0.390	6.873
0.391	6.597
0.391	6.340
0.392	6.688
0.392	7.258
0.393	6.950
0.393	6.492
0.394	6.332
0.394	6.822
0.395	7.178
0.395	6.713
0.396	6.231
0.396	7.276
0.397	7.011
0.397	7.116
0.398	7.160
0.398	7.002
0.399	6.814
0.399	7.098
0.400	6.993
0.400	6.805
0.401	6.630
0.401	6.436
0.402	6.115
0.402	6.356
0.403	6.262
0.403	6.468
0.404	6.688
0.404	6.138
0.405	5.665
0.405	6.404
0.406	6.805
0.406	6.404
0.407	6.805
0.407	6.856
0.408	6.492
0.408	6.647
0.409	6.890
0.409	6.573
0.410	6.573
0.410	6.746
0.411	6.959
0.411	7.028
0.412	7.258
0.412	6.873
0.413	6.942
0.413	6.713
0.414	7.331
0.414	6.622
0.415	6.325
0.415	6.839
0.416	7.887
0.416	7.790
0.417	7.543
0.417	7.054
0.418	7.046
0.418	6.500
0.419	7.249
0.419	7.125
0.420	6.976
0.420	7.829
0.421	7.204
0.421	7.187
0.422	7.125
0.422	6.780
0.423	7.285
0.423	6.805
0.424	7.204
0.424	6.822
0.425	7.258
0.425	7.515
0.426	7.321
0.426	7.303
0.427	7.367
0.427	7.063
0.428	7.477
0.428	7.240
0.429	7.116
0.429	6.638
0.430	6.746
0.430	6.663
0.431	7.002
0.431	6.805
0.432	6.340
0.432	6.746
0.433	6.340
0.433	6.500
0.434	6.655
0.434	6.805
0.435	6.839
0.435	6.663
0.436	7.054
0.436	7.204
0.437	7.125
0.437	7.072
0.438	8.075
0.438	6.452
0.439	7.195
0.439	7.019
0.440	7.011
0.440	7.028
0.441	7.580
0.441	7.204
0.442	7.187
0.442	7.349
0.443	7.349
0.443	7.204
0.444	7.125
0.444	6.738
0.445	6.647
0.445	6.557
0.446	6.899
0.446	6.597
0.447	6.788
0.447	7.331
0.448	6.950
0.448	7.037
0.449	7.187
0.449	6.822
0.450	6.772
0.450	6.614
0.451	6.882
0.451	6.788
0.452	6.663
0.452	7.187
0.453	7.142
0.453	6.899
0.454	6.516
0.454	6.814
0.455	6.814
0.455	7.019
0.456	6.663
0.456	7.187
0.457	6.873
0.457	7.151
0.458	6.856
0.458	6.356
0.459	6.325
0.459	6.492
0.460	6.763
0.460	6.907
0.461	6.788
0.461	6.746
0.462	6.638
0.462	6.428
0.463	6.009
0.463	6.452
0.464	6.581
0.464	6.672
0.465	6.805
0.465	6.549
0.466	6.239
0.466	6.746
0.467	6.780
0.467	6.325
0.468	6.696
0.468	6.848
0.469	7.011
0.469	7.313
0.470	7.195
0.470	7.019
0.471	6.985
0.471	6.959
0.472	7.589
0.472	7.713
0.473	6.805
0.473	6.882
0.474	6.942
0.474	6.831
0.475	5.737
0.475	6.597
0.476	6.856
0.476	6.565
0.477	5.890
0.477	6.207
0.478	6.317
0.478	6.524
0.479	6.614
0.479	6.738
0.480	6.942
0.480	6.565
0.481	6.933
0.481	7.028
0.482	7.116
0.482	7.072
0.483	7.276
0.483	7.125
0.484	7.116
0.484	7.046
0.485	7.072
0.485	7.002
0.486	7.799
0.486	7.037
0.487	7.178
0.487	7.665
0.488	7.116
0.488	7.404
0.489	7.169
0.489	7.178
0.490	7.098
0.490	7.063
0.491	7.072
0.491	6.746
0.492	6.672
0.492	6.950
0.493	7.294
0.493	6.597
0.494	6.822
0.494	6.814
0.495	6.814
0.495	6.713
0.496	6.713
0.496	6.993
0.497	6.062
0.497	6.780
0.498	6.814
0.498	7.249
0.499	7.089
0.499	7.358
0.500	6.993
0.500	6.805
0.501	7.267
0.501	7.037
0.502	6.589
0.502	7.178
0.502	7.116
0.503	7.303
0.504	6.655
0.504	6.882
0.505	7.160
0.505	6.839
0.506	7.151
0.506	7.231
0.507	7.028
0.507	6.647
0.508	6.420
0.508	6.614
0.509	6.663
0.509	7.028
0.510	7.294
0.510	7.116
0.511	6.976
0.511	7.169
0.512	7.459
0.512	7.142
0.513	7.394
0.513	7.160
0.514	7.098
0.514	7.089
0.515	6.899
0.515	6.581
0.516	6.882
0.516	7.331
0.516	7.222
0.517	7.178
0.518	7.054
0.518	6.696
0.519	7.487
0.519	7.349
0.520	7.231
0.520	7.169
0.521	7.178
0.521	7.169
0.522	7.294
0.522	7.160
0.523	7.240
0.523	6.476
0.524	7.160
0.524	6.933
0.525	6.976
0.525	6.950
0.525	7.019
0.526	6.573
0.527	6.638
0.527	7.169
0.528	7.089
0.528	7.204
0.529	7.028
0.529	7.072
0.530	7.116
0.530	7.440
0.531	7.413
0.531	7.258
0.532	7.385
0.532	6.713
0.533	7.561
0.533	6.655
0.534	6.524
0.534	6.622
0.535	6.340
0.535	6.131
0.536	6.002
0.536	6.873
0.537	6.680
0.537	6.959
0.538	7.276
0.538	6.763
0.539	7.046
0.539	6.614
0.539	6.890
0.540	7.195
0.541	7.037
0.541	6.856
0.542	6.822
0.542	7.063
0.543	7.533
0.543	7.019
0.544	6.848
0.544	7.151
0.545	6.672
0.545	6.865
0.546	6.839
0.546	6.814
0.547	6.916
0.547	7.142
0.548	6.412
0.548	6.916
0.549	6.476
0.549	6.557
0.550	6.797
0.550	6.565
0.551	6.516
0.551	6.755
0.552	7.054
0.552	7.956
0.553	6.614
0.553	6.614
0.553	6.647
0.554	6.420
0.555	6.372
0.555	6.933
0.556	6.805
0.556	7.037
0.557	6.663
0.557	7.160
0.558	6.950
0.558	6.814
0.559	6.672
0.559	6.614
0.560	6.468
0.560	7.072
0.561	6.492
0.561	6.404
0.562	6.655
0.562	6.516
0.563	6.565
0.563	6.412
0.564	7.459
0.564	6.950
0.565	6.822
0.565	6.814
0.566	7.367
0.566	7.213
0.567	7.063
0.567	7.394
0.568	7.028
0.568	7.037
0.569	6.805
0.569	7.046
0.570	7.431
0.570	7.063
0.571	7.367
0.571	7.422
0.572	7.151
0.572	7.098
0.573	6.797
0.573	6.848
0.574	7.037
0.574	7.926
0.575	7.116
0.575	7.169
0.576	7.204
0.576	7.258
0.576	7.187
0.577	7.285
0.578	7.072
0.578	8.025
0.579	7.222
0.579	6.882
0.580	6.680
0.580	6.630
0.581	7.089
0.581	7.019
0.582	6.899
0.582	7.151
0.583	7.151
0.583	6.606
0.584	6.663
0.584	6.524
0.585	6.797
0.585	6.638
0.586	6.746
0.586	7.019
0.587	7.125
0.587	7.046
0.588	7.116
0.588	7.349
0.589	7.178
0.589	7.072
0.590	6.755
0.590	6.873
0.591	6.476
0.591	6.959
0.592	6.950
0.592	6.404
0.593	7.116
0.593	7.063
0.594	6.428
0.594	6.890
0.595	6.200
0.595	6.070
0.596	7.098
0.596	6.630
0.597	6.814
0.597	6.763
0.598	7.222
0.598	7.703
0.599	6.831
0.599	6.856
0.600	7.285
0.600	7.524
0.601	7.098
0.601	6.721
0.602	6.780
0.602	6.856
0.603	6.942
0.603	6.396
0.604	6.696
0.604	6.705
0.605	6.492
0.605	7.313
0.606	6.907
0.606	6.581
0.607	6.738
0.607	6.916
0.608	6.672
0.608	6.797
0.609	6.713
0.609	7.089
0.610	6.899
0.610	6.839
0.611	6.839
0.611	6.899
0.612	6.873
0.612	6.055
0.613	7.151
0.613	7.761
0.614	6.882
0.614	7.422
0.615	6.317
0.615	6.890
0.616	7.267
0.616	6.680
0.617	7.125
0.617	6.814
0.618	7.028
0.618	6.638
0.619	6.755
0.619	6.663
0.620	6.606
0.620	6.696
0.621	6.713
0.621	6.907
0.622	6.797
0.622	7.046
0.623	6.899
0.623	6.993
0.624	6.839
0.624	6.933
0.625	6.573
0.625	6.325
0.626	6.746
0.626	6.848
0.627	7.054
0.627	6.873
0.628	6.831
0.628	6.873
0.629	7.116
0.629	6.763
0.630	6.705
0.630	7.142
0.631	6.797
0.631	6.492
0.632	6.565
0.632	6.154
0.633	6.293
0.633	6.805
0.634	7.072
0.634	7.169
0.635	7.002
0.635	7.986
0.636	6.873
0.636	7.063
0.637	7.276
0.637	6.254
0.638	7.002
0.638	7.019
0.639	6.968
0.639	7.267
0.640	7.249
0.640	7.276
0.641	7.160
0.641	7.240
0.642	7.178
0.642	7.037
0.643	7.187
0.643	7.142
0.644	7.240
0.644	7.151
0.645	7.011
0.645	7.072
0.646	7.142
0.646	7.125
0.647	7.543
0.647	7.081
0.648	6.959
0.648	6.993
0.649	6.705
0.649	6.364
0.650	6.890
0.650	6.848
0.651	7.072
0.651	6.916
0.652	6.372
0.652	6.161
0.653	6.468
0.653	6.500
0.654	6.873
0.654	6.856
0.655	6.356
0.655	6.721
0.656	6.696
0.656	7.002
0.657	7.098
0.657	7.002
0.658	6.942
0.658	7.819
0.659	7.276
0.659	7.331
0.660	7.116
0.660	6.942
0.661	6.630
0.661	6.655
0.662	6.907
0.662	6.873
0.663	6.663
0.663	7.063
0.664	6.890
0.664	6.968
0.665	7.011
0.665	6.215
0.666	6.696
0.666	6.380
0.667	6.215
0.667	6.246
0.668	6.192
0.668	6.270
0.669	6.380
0.669	6.573
0.670	6.516
0.670	6.277
0.671	6.565
0.671	6.476
0.672	6.032
0.672	6.581
0.673	6.705
0.673	7.054
0.674	6.713
0.674	6.524
0.675	6.404
0.675	6.721
0.676	7.178
0.676	7.098
0.677	6.549
0.677	6.831
0.678	6.968
0.678	6.797
0.679	6.797
0.679	6.622
0.680	6.317
0.680	6.492
0.681	6.516
0.681	6.688
0.682	6.797
0.682	6.622
0.683	6.540
0.683	6.254
0.684	6.270
0.684	6.950
0.685	6.705
0.685	6.907
0.686	6.309
0.686	6.524
0.687	6.882
0.687	7.160
0.688	7.046
0.688	7.561
0.689	7.459
0.689	6.484
0.690	6.942
0.690	6.614
0.691	6.428
0.691	6.985
0.692	7.028
0.692	6.985
0.693	6.721
0.693	6.047
0.694	7.037
0.694	6.993
0.695	7.358
0.695	6.721
0.696	6.581
0.696	6.557
0.697	6.713
0.697	7.125
0.698	6.622
0.698	6.638
0.699	6.412
0.699	6.452
0.700	7.276
0.700	6.647
0.701	6.293
0.701	6.123
0.702	6.484
0.702	6.933
0.703	6.557
0.703	6.508
0.704	6.565
0.704	6.763
0.705	6.688
0.705	6.154
0.706	6.356
0.706	6.444
0.707	6.882
0.707	6.325
0.708	6.680
0.708	7.002
0.709	7.142
0.709	7.294
0.710	7.019
0.710	7.063
0.711	7.063
0.711	7.072
0.712	7.107
0.712	7.321
0.713	6.993
0.713	7.331
0.714	7.213
0.714	7.204
0.715	7.151
0.715	7.468
0.716	7.142
0.716	7.394
0.717	7.321
0.717	7.231
0.718	6.993
0.718	6.968
0.719	7.213
0.719	7.231
0.720	7.249
0.720	7.321
0.721	7.169
0.721	7.037
0.722	7.046
0.722	7.019
0.723	6.476
0.723	7.187
0.724	7.349
0.724	7.222
0.725	7.258
0.725	7.956
0.726	7.072
0.726	7.656
0.727	7.081
0.727	7.107
0.728	7.231
0.728	7.028
0.729	6.856
0.729	7.142
0.730	7.125
0.730	6.713
0.731	7.187
0.731	7.321
0.732	7.627
0.732	7.627
0.733	7.303
0.733	6.942
0.734	7.169
0.734	6.839
0.735	6.822
0.735	7.125
0.736	6.647
0.736	7.450
0.737	6.565
0.737	7.303
0.738	7.072
0.738	7.160
0.739	6.696
0.739	6.581
0.740	6.663
0.740	6.805
0.741	6.882
0.741	7.063
0.742	7.294
0.742	7.385
0.743	6.663
0.743	6.738
0.744	7.285
0.744	7.169
0.745	6.839
0.745	6.950
0.746	6.805
0.746	6.484
0.747	5.730
0.747	6.404
0.748	6.696
0.748	6.404
0.749	6.372
0.749	6.721
0.750	6.192
0.750	6.293
0.751	6.460
0.751	6.484
0.752	6.805
0.752	6.606
0.753	6.822
0.753	6.705
0.754	5.839
0.754	6.428
0.755	6.047
0.755	6.468
0.756	6.077
0.756	6.070
0.757	6.404
0.757	6.581
0.758	6.942
0.758	6.452
0.759	7.431
0.759	6.814
0.760	7.394
0.760	7.151
0.761	7.107
0.761	7.142
0.762	7.313
0.762	6.959
0.763	6.933
0.763	6.549
0.764	7.011
0.764	6.622
0.765	6.332
0.765	6.231
0.766	6.372
0.766	6.721
0.767	7.468
0.767	6.993
0.768	7.178
0.768	6.516
0.769	6.468
0.769	6.468
0.770	6.573
0.770	6.356
0.771	6.622
0.771	6.696
0.772	6.492
0.772	6.468
0.773	6.647
0.773	7.160
0.774	6.123
0.774	6.899
0.775	7.169
0.775	7.376
0.776	7.089
0.776	7.713
0.777	7.222
0.777	6.721
0.778	6.950
0.778	7.376
0.779	7.267
0.779	7.019
0.780	7.037
0.780	7.142
0.781	7.019
0.781	7.098
0.782	7.107
0.782	7.019
0.783	7.002
0.783	7.571
0.784	7.477
0.784	6.856
0.785	7.258
0.785	7.477
0.786	7.222
0.786	6.907
0.787	6.950
0.787	7.204
0.788	6.899
0.788	6.738
0.789	6.814
0.789	6.630
0.790	7.037
0.790	6.968
0.791	7.178
0.791	6.942
0.792	7.249
0.792	7.125
0.793	6.907
0.793	7.116
0.794	6.597
0.794	7.125
0.795	8.055
0.795	7.054
0.796	6.985
0.796	7.799
0.797	6.755
0.797	7.599
0.798	6.680
0.798	7.385
0.799	6.805
0.799	6.146
0.800	6.597
0.800	6.788
0.801	6.565
0.801	6.622
0.802	7.125
0.802	7.240
0.803	7.533
0.803	7.169
0.804	7.002
0.804	7.331
0.805	7.524
0.805	7.054
0.806	7.063
0.806	6.993
0.807	7.543
0.807	7.116
0.808	7.037
0.808	6.848
0.809	7.098
0.809	6.738
0.810	7.142
0.810	6.524
0.811	6.647
0.811	6.985
0.812	7.404
0.812	7.107
0.813	6.713
0.813	6.839
0.814	6.797
0.814	7.313
0.815	7.072
0.815	7.160
0.816	7.072
0.816	6.696
0.817	7.267
0.817	7.107
0.818	7.011
0.818	7.054
0.819	7.431
0.819	9.331
0.820	8.095
0.820	7.160
0.821	6.959
0.821	7.098
0.822	7.089
0.822	6.985
0.823	6.688
0.823	6.647
0.824	6.856
0.824	6.907
0.825	5.920
0.825	6.380
0.826	6.797
0.826	6.696
0.827	6.540
0.827	6.839
0.828	6.985
0.828	7.258
0.829	6.942
0.829	6.950
0.830	7.072
0.830	6.805
0.831	6.822
0.831	6.721
0.832	6.277
0.832	6.332
0.833	7.321
0.833	6.688
0.834	6.772
0.834	6.788
0.835	6.899
0.835	7.046
0.836	7.019
0.836	7.178
0.837	7.116
0.837	7.028
0.838	6.968
0.838	6.805
0.839	7.160
0.839	7.107
0.840	7.046
0.840	7.195
0.841	7.213
0.841	7.303
0.842	7.367
0.842	7.285
0.843	7.178
0.843	7.285
0.844	7.169
0.844	7.450
0.845	7.349
0.845	6.907
0.846	7.151
0.846	6.606
0.847	6.672
0.847	6.452
0.848	6.325
0.848	6.192
0.849	6.557
0.849	7.054
0.850	7.195
0.850	6.763
0.851	6.873
0.851	6.907
0.852	6.993
0.852	6.993
0.853	6.907
0.853	6.713
0.854	7.046
0.854	7.081
0.855	7.349
0.855	7.204
0.856	7.072
0.856	7.178
0.857	7.477
0.857	6.573
0.858	7.125
0.858	6.882
0.859	7.011
0.859	7.125
0.860	6.942
0.860	7.487
0.861	6.985
0.861	7.125
0.862	6.873
0.862	6.713
0.863	6.738
0.863	7.151
0.864	6.942
0.864	7.107
0.865	6.831
0.865	6.976
0.866	7.160
0.866	6.721
0.867	7.187
0.867	7.505
0.868	6.993
0.868	6.805
0.869	7.790
0.869	7.249
0.870	7.285
0.870	7.063
0.871	7.089
0.871	7.195
0.872	7.089
0.872	7.046
0.873	6.788
0.873	6.848
