TIME	U1cal
0.305	7.011
0.306	7.028
0.306	7.089
0.307	6.565
0.307	7.404
0.308	7.231
0.308	7.072
0.309	7.054
0.309	7.367
0.310	7.142
0.310	7.002
0.311	7.089
0.311	7.011
0.312	7.665
0.312	7.046
0.313	6.993
0.313	7.089
0.314	7.160
0.314	6.606
0.315	7.367
0.315	7.046
0.316	7.098
0.316	6.573
0.317	7.367
0.317	6.672
0.318	7.046
0.318	7.072
0.319	7.213
0.319	7.037
0.320	7.151
0.320	7.125
0.321	7.063
0.321	7.169
0.322	7.028
0.322	7.213
0.323	7.063
0.323	7.063
0.324	7.294
0.324	7.116
0.325	7.656
0.325	7.204
0.326	6.993
0.326	7.524
0.327	7.072
0.327	7.367
0.328	7.107
0.328	7.054
0.329	7.028
0.329	7.151
0.330	7.468
0.330	7.151
0.331	7.063
0.331	7.231
0.332	7.098
0.332	7.142
0.333	6.492
0.333	7.054
0.334	7.125
0.334	7.028
0.335	7.178
0.335	6.805
0.336	7.116
0.336	7.125
0.337	6.933
0.337	7.213
0.338	7.089
0.338	7.037
0.339	7.240
0.339	7.160
0.340	7.276
0.340	7.054
0.341	7.276
0.341	7.054
0.342	6.890
0.342	7.249
0.343	7.160
0.343	6.890
0.344	7.169
0.344	6.508
0.345	7.848
0.345	7.063
0.346	6.672
0.346	7.046
0.347	7.285
0.347	7.151
0.348	7.195
0.348	7.107
0.349	7.151
0.349	7.098
0.350	7.160
0.350	6.916
0.351	7.063
0.351	7.089
0.352	7.037
0.352	7.116
0.353	6.950
0.353	6.950
0.354	7.599
0.354	6.597
0.355	7.054
0.355	7.385
0.356	7.116
0.356	7.098
0.357	7.028
0.357	7.160
0.358	7.178
0.358	7.125
0.359	7.178
0.359	6.985
0.360	7.151
0.360	6.985
0.361	7.063
0.361	7.169
0.362	7.276
0.362	8.035
0.363	6.549
0.363	7.195
0.364	7.533
0.364	7.019
0.365	7.431
0.365	7.665
0.366	7.267
0.366	7.160
0.367	6.942
0.367	7.002
0.368	6.933
0.368	7.169
0.369	7.046
0.369	7.063
0.370	6.797
0.370	7.160
0.371	7.002
0.371	7.276
0.372	7.028
0.372	6.985
0.373	7.204
0.373	6.890
0.374	7.169
0.374	7.187
0.375	7.089
0.375	7.098
0.376	7.204
0.376	7.028
0.377	7.072
0.377	6.772
0.378	6.638
0.378	7.089
0.379	7.222
0.379	7.072
0.380	7.037
0.380	7.703
0.381	7.222
0.381	7.907
0.382	6.831
0.382	7.178
0.383	6.301
0.383	6.950
0.384	7.081
0.384	7.063
0.385	7.107
0.385	7.002
0.386	7.002
0.386	6.763
0.387	7.187
0.387	7.222
0.388	7.054
0.388	7.054
0.389	6.968
0.389	7.063
0.390	7.561
0.390	7.258
0.391	6.950
0.391	7.054
0.392	7.151
0.392	7.303
0.393	6.907
0.393	7.002
0.394	6.959
0.394	7.608
0.395	7.809
0.395	7.169
0.396	7.046
0.396	7.063
0.397	7.204
0.397	7.116
0.398	7.249
0.398	6.950
0.399	6.985
0.399	7.081
0.400	6.814
0.400	7.002
0.401	6.993
0.401	7.294
0.402	6.950
0.402	6.959
0.403	7.722
0.403	7.313
0.404	7.037
0.404	7.028
0.405	7.142
0.405	6.890
0.406	6.890
0.406	7.376
0.407	6.814
0.407	7.204
0.408	7.019
0.408	7.169
0.409	7.142
0.409	7.089
0.410	7.231
0.410	7.169
0.411	7.790
0.411	7.002
0.412	7.028
0.412	6.985
0.413	7.002
0.413	6.985
0.414	7.142
0.414	7.848
0.415	7.204
0.415	7.046
0.416	7.063
0.416	7.178
0.417	6.672
0.417	7.107
0.418	7.046
0.418	7.125
0.419	7.089
0.419	7.028
0.420	6.985
0.420	7.046
0.421	7.608
0.421	7.116
0.422	6.549
0.422	7.376
0.423	7.169
0.423	7.169
0.424	7.195
0.424	7.394
0.425	7.054
0.425	7.098
0.426	7.072
0.426	7.011
0.427	6.788
0.427	7.151
0.428	7.524
0.428	7.089
0.429	7.098
0.429	6.993
0.430	7.002
0.430	7.107
0.431	7.002
0.431	7.151
0.432	7.054
0.432	7.063
0.433	7.151
0.433	7.054
0.434	7.089
0.434	7.294
0.435	7.331
0.435	7.054
0.436	7.116
0.436	7.187
0.437	6.993
0.437	6.985
0.438	7.151
0.438	7.222
0.439	6.950
0.439	7.169
0.440	7.125
0.440	7.222
0.441	6.890
0.441	6.856
0.442	7.019
0.442	6.822
0.443	7.187
0.443	7.231
0.444	7.178
0.444	7.142
0.445	7.331
0.445	7.028
0.446	7.125
0.446	7.505
0.447	6.696
0.447	7.204
0.448	7.151
0.448	6.959
0.449	7.213
0.449	7.046
0.450	7.151
0.450	7.142
0.451	7.142
0.451	7.063
0.452	6.755
0.452	7.187
0.453	7.599
0.453	7.089
0.454	7.037
0.454	7.231
0.455	6.713
0.455	7.098
0.456	7.125
0.456	7.116
0.457	7.276
0.457	7.098
0.458	7.294
0.458	7.098
0.459	7.081
0.459	7.142
0.460	6.899
0.460	7.294
0.461	7.249
0.461	7.169
0.462	7.267
0.462	6.968
0.463	7.627
0.463	6.573
0.464	7.178
0.464	7.169
0.465	7.125
0.465	7.195
0.466	7.046
0.466	6.755
0.467	7.966
0.467	6.985
0.468	6.985
0.468	7.072
0.469	7.019
0.469	7.178
0.470	7.019
0.470	6.805
0.471	6.581
0.471	7.019
0.472	6.873
0.472	7.627
0.473	7.204
0.473	7.646
0.474	7.240
0.474	7.028
0.475	7.142
0.475	6.839
0.476	7.072
0.476	7.249
0.477	7.204
0.477	7.063
0.478	7.063
0.478	7.116
0.479	7.002
0.479	7.107
0.480	6.755
0.480	7.098
0.481	7.195
0.481	7.160
0.482	7.098
0.482	6.933
0.483	7.169
0.483	7.267
0.484	7.258
0.484	6.468
0.485	7.761
0.485	7.956
0.486	6.890
0.486	7.072
0.487	7.907
0.487	7.011
0.488	7.116
0.488	7.089
0.489	7.450
0.489	7.249
0.490	7.468
0.490	7.081
0.491	7.160
0.491	7.169
0.492	7.187
0.492	7.151
0.493	7.098
0.493	6.831
0.494	7.081
0.494	7.089
0.495	7.258
0.495	7.098
0.496	7.303
0.496	7.125
0.497	6.688
0.497	7.125
0.498	7.169
0.498	7.178
0.499	7.098
0.499	7.046
0.500	7.571
0.500	7.054
0.501	7.240
0.501	7.496
0.502	6.138
0.502	6.713
0.502	7.213
0.503	7.116
0.504	7.285
0.504	7.240
0.505	7.204
0.505	7.240
0.506	7.187
0.506	6.797
0.507	7.313
0.507	7.107
0.508	7.151
0.508	7.178
0.509	7.125
0.509	7.178
0.510	7.142
0.510	7.125
0.511	7.125
0.511	6.746
0.512	7.089
0.512	6.968
0.513	6.814
0.513	6.976
0.514	7.178
0.514	7.404
0.515	6.309
0.515	7.019
0.516	7.072
0.516	7.072
0.516	6.890
0.517	7.169
0.518	7.081
0.518	7.169
0.519	7.195
0.519	7.276
0.520	7.404
0.520	7.385
0.521	7.098
0.521	7.178
0.522	6.805
0.522	7.367
0.523	7.046
0.523	7.385
0.524	7.349
0.524	6.985
0.525	7.116
0.525	7.046
0.525	7.267
0.526	7.142
0.527	6.899
0.527	7.028
0.528	7.222
0.528	7.107
0.529	7.107
0.529	7.089
0.530	6.848
0.530	7.358
0.531	7.646
0.531	7.098
0.532	7.142
0.532	7.385
0.533	6.788
0.533	7.294
0.534	7.011
0.534	7.358
0.535	7.098
0.535	7.477
0.536	7.089
0.536	7.089
0.537	7.422
0.537	7.169
0.538	7.054
0.538	7.169
0.539	6.968
0.539	7.349
0.539	7.019
0.540	6.890
0.541	7.367
0.541	7.204
0.542	7.187
0.542	7.054
0.543	7.046
0.543	6.772
0.544	7.169
0.544	7.276
0.545	7.089
0.545	7.151
0.546	7.063
0.546	7.037
0.547	7.589
0.547	7.394
0.548	7.072
0.548	7.116
0.549	7.222
0.549	7.249
0.550	7.107
0.550	7.028
0.551	7.222
0.551	7.125
0.552	6.933
0.552	6.839
0.553	7.331
0.553	6.873
0.553	6.873
0.554	7.151
0.555	7.089
0.555	7.089
0.556	7.413
0.556	7.187
0.557	6.738
0.557	6.968
0.558	7.267
0.558	7.046
0.559	7.054
0.559	6.638
0.560	7.107
0.560	7.770
0.561	7.081
0.561	7.002
0.562	7.098
0.562	7.187
0.563	6.680
0.563	7.054
0.564	6.993
0.564	7.089
0.565	7.028
0.565	6.672
0.566	6.890
0.566	6.655
0.567	7.440
0.567	7.037
0.568	6.985
0.568	7.116
0.569	7.204
0.569	7.213
0.570	7.054
0.570	7.089
0.571	7.599
0.571	7.019
0.572	7.098
0.572	7.116
0.573	7.046
0.573	7.169
0.574	7.081
0.574	7.187
0.575	7.107
0.575	6.696
0.576	7.231
0.576	6.705
0.576	7.543
0.577	7.072
0.578	7.089
0.578	7.240
0.579	7.063
0.579	7.313
0.580	6.763
0.580	7.543
0.581	7.107
0.581	7.404
0.582	7.019
0.582	7.169
0.583	7.966
0.583	7.367
0.584	7.204
0.584	7.160
0.585	6.780
0.585	6.805
0.586	7.046
0.586	7.028
0.587	6.942
0.587	7.240
0.588	7.019
0.588	7.321
0.589	7.450
0.589	7.151
0.590	7.195
0.590	7.142
0.591	7.142
0.591	7.072
0.592	7.321
0.592	6.907
0.593	7.072
0.593	7.116
0.594	7.063
0.594	7.321
0.595	7.072
0.595	6.968
0.596	7.116
0.596	7.222
0.597	7.151
0.597	7.240
0.598	7.222
0.598	7.142
0.599	7.169
0.599	7.213
0.600	8.865
0.600	7.011
0.601	6.933
0.601	6.223
0.602	7.637
0.602	7.142
0.603	7.877
0.603	7.019
0.604	8.045
0.604	7.037
0.605	6.839
0.605	7.440
0.606	7.267
0.606	7.561
0.607	7.089
0.607	6.985
0.608	7.160
0.608	7.107
0.609	7.195
0.609	7.258
0.610	6.508
0.610	6.565
0.611	6.805
0.611	7.204
0.612	7.028
0.612	7.285
0.613	7.385
0.613	7.142
0.614	7.046
0.614	7.089
0.615	6.916
0.615	7.037
0.616	7.107
0.616	7.376
0.617	7.169
0.617	7.107
0.618	7.431
0.618	7.125
0.619	7.204
0.619	6.959
0.620	6.680
0.620	7.125
0.621	7.160
0.621	7.231
0.622	7.240
0.622	7.358
0.623	7.178
0.623	7.081
0.624	7.431
0.624	7.116
0.625	7.440
0.625	6.968
0.626	6.873
0.626	7.580
0.627	7.294
0.627	7.072
0.628	7.178
0.628	7.160
0.629	7.178
0.629	7.394
0.630	7.160
0.630	7.477
0.631	7.107
0.631	6.942
0.632	7.089
0.632	7.002
0.633	7.098
0.633	7.204
0.634	7.116
0.634	7.116
0.635	7.019
0.635	7.037
0.636	6.647
0.636	7.571
0.637	7.178
0.637	7.169
0.638	7.169
0.638	7.222
0.639	7.195
0.639	7.195
0.640	7.107
0.640	6.380
0.641	7.580
0.641	6.788
0.642	7.028
0.642	7.151
0.643	7.046
0.643	6.856
0.644	7.107
0.644	7.204
0.645	6.565
0.645	7.160
0.646	7.533
0.646	7.294
0.647	7.358
0.647	7.213
0.648	7.450
0.648	7.125
0.649	7.222
0.649	7.028
0.650	6.985
0.650	7.267
0.651	7.169
0.651	7.195
0.652	7.187
0.652	7.046
0.653	6.780
0.653	7.321
0.654	7.376
0.654	7.142
0.655	7.404
0.655	7.543
0.656	7.431
0.656	7.385
0.657	7.524
0.657	7.125
0.658	6.968
0.658	7.195
0.659	7.002
0.659	7.125
0.660	6.985
0.660	6.630
0.661	7.151
0.661	7.098
0.662	7.385
0.662	7.267
0.663	6.865
0.663	7.468
0.664	7.169
0.664	7.770
0.665	7.098
0.665	7.367
0.666	7.054
0.666	6.933
0.667	6.788
0.667	7.116
0.668	6.856
0.668	7.240
0.669	7.204
0.669	7.294
0.670	7.204
0.670	7.646
0.671	7.098
0.671	7.151
0.672	7.169
0.672	6.976
0.673	7.267
0.673	7.054
0.674	7.213
0.674	7.178
0.675	7.107
0.675	7.028
0.676	7.222
0.676	7.543
0.677	7.160
0.677	7.267
0.678	7.151
0.678	7.081
0.679	7.358
0.679	7.160
0.680	8.351
0.680	7.098
0.681	7.072
0.681	7.819
0.682	7.358
0.682	7.646
0.683	7.169
0.683	7.142
0.684	7.019
0.684	6.822
0.685	7.107
0.685	7.125
0.686	7.195
0.686	6.856
0.687	6.985
0.687	7.187
0.688	6.968
0.688	7.142
0.689	7.054
0.689	7.002
0.690	7.151
0.690	7.089
0.691	7.867
0.691	7.240
0.692	6.839
0.692	6.581
0.693	7.142
0.693	6.814
0.694	7.178
0.694	7.276
0.695	7.313
0.695	7.151
0.696	7.151
0.696	7.187
0.697	7.204
0.697	7.321
0.698	7.249
0.698	7.169
0.699	7.125
0.699	7.505
0.700	6.942
0.700	7.258
0.701	7.276
0.701	6.772
0.702	7.037
0.702	7.231
0.703	7.098
0.703	7.142
0.704	7.276
0.704	7.231
0.705	6.882
0.705	7.394
0.706	7.231
0.706	7.505
0.707	7.459
0.707	6.696
0.708	7.160
0.708	7.240
0.709	7.321
0.709	7.195
0.710	7.187
0.710	7.331
0.711	7.151
0.711	7.178
0.712	7.313
0.712	7.294
0.713	6.873
0.713	7.222
0.714	6.705
0.714	7.294
0.715	6.713
0.715	7.169
0.716	7.231
0.716	7.240
0.717	7.002
0.717	7.276
0.718	7.213
0.718	7.213
0.719	7.187
0.719	7.276
0.720	6.848
0.720	7.160
0.721	6.436
0.721	7.046
0.722	6.856
0.722	7.376
0.723	7.089
0.723	7.358
0.724	7.204
0.724	6.614
0.725	7.169
0.725	7.646
0.726	7.187
0.726	7.809
0.727	7.404
0.727	7.107
0.728	7.349
0.728	7.213
0.729	7.440
0.729	6.873
0.730	7.222
0.730	7.618
0.731	6.606
0.731	7.589
0.732	7.151
0.732	7.046
0.733	7.081
0.733	7.098
0.734	7.054
0.734	7.019
0.735	7.116
0.735	6.797
0.736	7.240
0.736	7.160
0.737	7.331
0.737	7.151
0.738	7.258
0.738	7.213
0.739	6.907
0.739	7.240
0.740	7.098
0.740	8.105
0.741	6.746
0.741	7.331
0.742	7.063
0.742	7.477
0.743	6.805
0.743	7.178
0.744	7.713
0.744	6.839
0.745	7.385
0.745	7.142
0.746	7.656
0.746	7.809
0.747	7.169
0.747	7.011
0.748	7.169
0.748	7.125
0.749	7.187
0.749	7.222
0.750	6.721
0.750	7.258
0.751	6.933
0.751	7.151
0.752	6.814
0.752	7.249
0.753	6.581
0.753	6.848
0.754	7.809
0.754	6.663
0.755	7.321
0.755	7.819
0.756	6.814
0.756	7.028
0.757	6.746
0.757	7.331
0.758	6.916
0.758	7.160
0.759	7.142
0.759	7.294
0.760	7.496
0.760	7.294
0.761	7.204
0.761	6.856
0.762	7.450
0.762	7.063
0.763	6.848
0.763	7.618
0.764	7.037
0.764	7.589
0.765	7.213
0.765	7.331
0.766	6.933
0.766	7.019
0.767	8.015
0.767	7.125
0.768	7.276
0.768	7.116
0.769	7.459
0.769	7.422
0.770	7.160
0.770	7.450
0.771	6.985
0.771	7.276
0.772	7.204
0.772	7.098
0.773	6.589
0.773	7.142
0.774	7.160
0.774	7.684
0.775	7.267
0.775	7.580
0.776	7.294
0.776	7.571
0.777	7.107
0.777	7.002
0.778	7.160
0.778	7.249
0.779	7.081
0.779	5.853
0.780	6.638
0.780	6.976
0.781	7.107
0.781	7.732
0.782	7.732
0.782	6.705
0.783	7.098
0.783	7.169
0.784	6.420
0.784	7.790
0.785	7.169
0.785	7.160
0.786	7.249
0.786	7.496
0.787	7.877
0.787	7.204
0.788	7.151
0.788	7.249
0.789	7.195
0.789	7.054
0.790	6.831
0.790	6.663
0.791	7.276
0.791	7.002
0.792	7.213
0.792	7.440
0.793	7.213
0.793	7.321
0.794	7.656
0.794	7.450
0.795	6.630
0.795	7.019
0.796	7.178
0.796	7.249
0.797	7.116
0.797	7.098
0.798	7.054
0.798	7.169
0.799	7.222
0.799	7.321
0.800	7.125
0.800	7.561
0.801	7.107
0.801	7.089
0.802	7.376
0.802	7.276
0.803	7.394
0.803	7.116
0.804	6.968
0.804	7.204
0.805	7.213
0.805	8.095
0.806	6.985
0.806	6.882
0.807	7.151
0.807	7.867
0.808	7.107
0.808	7.204
0.809	7.125
0.809	7.249
0.810	7.151
0.810	7.404
0.811	6.573
0.811	7.222
0.812	7.213
0.812	7.358
0.813	7.249
0.813	7.142
0.814	6.713
0.814	7.276
0.815	7.160
0.815	7.072
0.816	7.072
0.816	6.713
0.817	7.385
0.817	7.187
0.818	7.204
0.818	7.222
0.819	7.160
0.819	7.459
0.820	7.178
0.820	7.240
0.821	7.151
0.821	7.331
0.822	7.413
0.822	7.313
0.823	7.742
0.823	7.394
0.824	7.125
0.824	8.136
0.825	7.294
0.825	7.468
0.826	7.151
0.826	7.072
0.827	7.358
0.827	7.019
0.828	7.116
0.828	7.160
0.829	7.151
0.829	7.505
0.830	7.331
0.830	7.258
0.831	7.249
0.831	7.107
0.832	7.169
0.832	7.125
0.833	7.213
0.833	7.107
0.834	7.258
0.834	7.276
0.835	7.459
0.835	6.655
0.836	7.213
0.836	7.072
0.837	6.933
0.837	7.267
0.838	7.376
0.838	7.178
0.839	7.125
0.839	6.856
0.840	7.543
0.840	7.276
0.841	7.589
0.841	7.204
0.842	7.107
0.842	6.655
0.843	7.195
0.843	7.028
0.844	7.450
0.844	7.063
0.845	7.187
0.845	7.376
0.846	7.240
0.846	6.865
0.847	7.151
0.847	7.422
0.848	7.358
0.848	7.187
0.849	7.222
0.849	7.385
0.850	7.063
0.850	7.249
0.851	6.663
0.851	7.072
0.852	7.072
0.852	7.028
0.853	7.249
0.853	6.950
0.854	7.125
0.854	7.222
0.855	7.046
0.855	7.028
0.856	6.993
0.856	7.072
0.857	7.195
0.857	6.899
0.858	7.213
0.858	7.222
0.859	7.169
0.859	8.561
0.860	7.331
0.860	7.178
0.861	7.440
0.861	7.956
0.862	6.647
0.862	6.696
0.863	7.231
0.863	7.487
0.864	7.431
0.864	7.204
0.865	7.394
0.865	7.936
0.866	7.116
0.866	7.011
0.867	6.976
0.867	7.204
0.868	7.054
0.868	7.178
0.869	7.169
0.869	7.294
0.870	7.178
0.870	7.589
0.871	6.907
0.871	6.907
0.872	7.599
0.872	6.873
0.873	7.213
0.873	7.809
